"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3617","서울특별시 강남구 일원동","일반","7**","광평로10길","제2종일반주거","제1종근린생활","25m이상","5.94","6.68","55,000","","법인","개인","202602","14","","1993","-","중개거래","서울 강남구"
"3618","서울특별시 은평구 역촌동","일반","8*","갈현로4길","제2종일반주거","기타","8m미만","346.28","152.10","83,000","","개인","개인","202602","14","","1993","-","중개거래","서울 은평구"
"3619","서울특별시 서초구 서초동","일반","1***","서초대로46길","제3종일반주거","제2종근린생활","8m미만","663.79","225.50","1,317,000","","개인","법인","202602","14","","","-","중개거래","서울 서초구"
"3620","서울특별시 용산구 이태원동","일반","1**","우사단로","제2종일반주거","제2종근린생활","25m미만","565.25","272.30","900,000","","개인","개인","202602","14","","1985","-","중개거래","서울 강남구"
"3621","서울특별시 용산구 용산동2가","집합","1-709","신흥로","제1종일반주거","제2종근린생활","8m미만","27.87"," ","30,000","","개인","개인","202602","14","","2010","-","중개거래","서울 용산구"
"3622","서울특별시 마포구 염리동","집합","174-14","큰우물로","제3종일반주거","제1종근린생활","25m미만","99.88"," ","93,500","4","개인","개인","202602","14","","2003","-","중개거래","서울 마포구"
"3623","서울특별시 강남구 일원동","일반","7**","광평로10길","제2종일반주거","제1종근린생활","25m이상","5.94","6.68","55,000","","법인","개인","202602","14","","1993","-","중개거래","서울 강남구"
"3624","서울특별시 금천구 시흥동","집합","992-7","","일반상업","제1종근린생활","8m미만","26.46"," ","28,000","1","개인","개인","202602","14","","2020","-","직거래","-"
"3625","서울특별시 은평구 신사동","집합","11-32","갈현로5길","제2종일반주거","제2종근린생활","8m미만","42.99"," ","18,800","2","개인","개인","202602","14","","2011","-","중개거래","서울 은평구"
"3626","서울특별시 서대문구 북아현동","일반","2**","신촌로27길","준주거","제1종근린생활","12m미만","109.20","74.10","150,000","","개인","개인","202602","14","","1984","-","중개거래","서울 마포구, 서울 서대문구"
"3627","서울특별시 양천구 목동","집합","903","목동서로","제1종일반주거","제1종근린생활","25m이상","29.40"," ","130,000","2","개인","개인","202602","14","","1986","-","중개거래","서울 양천구"
"3628","서울특별시 동작구 상도동","집합","299-167","국사봉6길","제2종일반주거","제2종근린생활","8m미만","44.94"," ","22,800","2","개인","개인","202602","14","","2021","-","중개거래","서울 동작구"
"3629","서울특별시 성동구 금호동4가","집합","800","독서당로","제3종일반주거","제2종근린생활","25m이상","31.87"," ","14,000","4","개인","개인","202602","14","","2001","-","중개거래","서울 성동구"
"3630","서울특별시 용산구 남영동","일반","2*","한강대로88길","제2종일반주거","제2종근린생활","8m미만","8.87","6.51","15,080","","개인","개인","202602","14","지분","","-","직거래","-"
"3631","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.07"," ","650","","개인","개인","202602","14","","1998","-","중개거래","서울 광진구"
"3632","서울특별시 영등포구 영등포동5가","집합","24","영등포로37길","일반상업","제2종근린생활","8m미만","12.10"," ","51,000","","개인","개인","202602","14","","1971","-","중개거래","서울 영등포구"
"3633","서울특별시 중랑구 신내동","집합","786","봉화산로","제3종일반주거","판매","25m미만","981.74"," ","87,987","","법인","개인","202602","13","","1996","-","중개거래","경기 고양시 덕양구, 서울 중랑구"
"3634","서울특별시 구로구 구로동","일반","6**","구로중앙로","준공업","업무","25m이상","24.73","28.27","21,000","2","개인","개인","202602","13","","","-","중개거래","서울 구로구"
"3635","서울특별시 구로구 구로동","일반","6**","구로중앙로","준공업","판매","25m이상","27.21","30.83","24,000","1","개인","개인","202602","13","","","-","중개거래","서울 구로구"
"3636","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","18.48"," ","11,300","","개인","개인","202602","13","","1996","-","중개거래","서울 구로구, 서울 도봉구"
"3637","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","2,500","","개인","개인","202602","13","","2005","-","직거래","-"
"3638","서울특별시 은평구 불광동","집합","90-55","연서로","제2종일반주거","제1종근린생활","8m미만","27.75"," ","13,000","1","개인","개인","202602","13","","2023","-","직거래","-"
"3639","서울특별시 은평구 녹번동","일반","8*","서오릉로","제3종일반주거","제1종근린생활","25m이상","649.24","516.40","435,000","","법인","개인","202602","13","","1981","-","중개거래","서울 은평구"
"3640","서울특별시 금천구 시흥동","집합","985-8","시흥대로","준공업","제1종근린생활","25m이상","34.20"," ","6,500","","개인","개인","202602","13","지분","1978","-","직거래","-"
"3641","서울특별시 중구 수표동","일반","4*","수표로","일반상업","업무","25m미만","254.51","33.16","181,153","","법인","법인","202602","13","","1977","-","직거래","-"
"3642","서울특별시 중구 수표동","일반","4*","수표로","일반상업","업무","25m미만","8807.41","1147.94","6,268,848","","법인","법인","202602","13","","1977","-","직거래","-"
"3643","서울특별시 중구 방산동","일반","1**","을지로35길","일반상업","제1종근린생활","8m미만","165.66","66.10","105,000","","법인","개인","202602","13","","1965","-","중개거래","서울 종로구"
"3644","서울특별시 강남구 개포동","집합","186-1","삼성로","일반상업","제1종근린생활","25m이상","9.69"," ","6,500","","개인","개인","202602","13","지분","1984","-","중개거래","서울 강남구"
"3645","서울특별시 강서구 마곡동","집합","793-3","강서로","준주거","제1종근린생활","25m이상","27.22"," ","37,000","1","개인","개인","202602","13","","2015","-","중개거래","서울 강서구"
"3646","서울특별시 송파구 신천동","집합","7","올림픽로35길","제1종일반주거","제1종근린생활","25m이상","37.12"," ","111,000","","개인","개인","202602","13","","1979","-","중개거래","서울 송파구"
"3647","서울특별시 송파구 신천동","집합","7","올림픽로35길","제1종일반주거","제1종근린생활","25m이상","37.12"," ","111,000","","개인","개인","202602","13","","1979","-","중개거래","서울 송파구"
"3648","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","11.78"," ","39,000","11","법인","개인","202602","13","","","-","중개거래","서울 용산구"
"3649","서울특별시 강서구 가양동","집합","449-4","양천로","준공업","제2종근린생활","12m미만","125.60"," ","71,500","2","법인","개인","202602","13","","2012","-","중개거래","서울 강서구"
"3650","서울특별시 서초구 서초동","집합","1355-8","서운로","일반상업","업무","25m미만","91.08"," ","49,000","4","법인","개인","202602","13","","1993","-","중개거래","서울 서초구"
"3651","서울특별시 도봉구 창동","일반","5**","덕릉로","제3종일반주거","제2종근린생활","25m이상","735.20","479.00","300,000","","개인","개인","202602","13","","2009","-","중개거래","서울 광진구, 서울 서초구"
"3652","서울특별시 도봉구 창동","집합","731-121","도봉로134길","준주거","제2종근린생활","8m미만","49.17"," ","5,000","2","법인","법인","202602","13","","2020","-","직거래","-"
"3653","서울특별시 강서구 화곡동","집합","24-200","초록마을로","제2종일반주거","제2종근린생활","12m미만","82.95"," ","110,000","1","개인","개인","202602","13","","2022","-","직거래","-"
"3654","서울특별시 종로구 소격동","일반","1**","북촌로5가길","제1종일반주거","제1종근린생활","8m미만","152.22","128.90","389,000","","법인","개인","202602","13","","","-","중개거래","서울 강남구"
"3655","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","기타","25m미만","67.84"," ","190,000","1","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3656","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","제2종근린생활","25m미만","102.96"," ","330,000","","법인","법인","202602","13","","1983","-","중개거래","서울 영등포구"
"3657","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","제2종근린생활","25m미만","23.02"," ","180,000","1","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3658","서울특별시 영등포구 영등포동","일반","6**","영신로","제2종일반주거","제1종근린생활","25m이상","263.25","101.00","92,000","","개인","개인","202602","13","","1989","-","중개거래","서울 영등포구"
"3659","서울특별시 강동구 명일동","집합","257","구천면로","제3종일반주거","제1종근린생활","25m미만","43.65"," ","65,000","","개인","개인","202602","13","","1985","-","중개거래","서울 강동구"
"3660","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","제2종근린생활","25m미만","96.36"," ","130,000","","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3661","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","기타","25m미만","193.08"," ","360,000","","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3662","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","제1종근린생활","25m미만","23.02"," ","180,000","","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3663","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","제2종근린생활","25m미만","102.96"," ","190,000","","법인","개인","202602","13","","1983","-","중개거래","서울 영등포구"
"3664","서울특별시 영등포구 여의도동","집합","45-18","국제금융로8길","일반상업","기타","25m미만","71.00"," ","220,000","","법인","법인","202602","13","","1983","-","중개거래","서울 영등포구"
"3665","서울특별시 영등포구 여의도동","집합","36-2","국제금융로6길","일반상업","업무","25m미만","49.84"," ","52,000","10","개인","개인","202602","13","","1984","-","중개거래","서울 도봉구, 서울 영등포구"
"3666","서울특별시 성북구 돈암동","일반","*","정릉로52길","제3종일반주거","제2종근린생활","8m미만","610.85","193.00","197,500","","개인","개인","202602","13","","2010","-","중개거래","서울 성동구, 서울 중랑구"
"3667","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.67"," ","600","","개인","개인","202602","13","","","-","중개거래","서울 광진구"
"3668","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","9.99"," ","600","","개인","개인","202602","13","","","-","중개거래","서울 광진구"
"3669","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","9.99"," ","600","","개인","개인","202602","13","","","-","중개거래","서울 광진구"
"3670","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.07"," ","1,000","","개인","개인","202602","13","","1998","-","직거래","-"
"3671","서울특별시 서초구 방배동","집합","1038","효령로","제3종일반주거","제1종근린생활","25m이상","6.90"," ","50,000","","법인","법인","202602","13","","1992","-","중개거래","서울 강남구, 서울 송파구"
"3672","서울특별시 서초구 방배동","일반","4**","방배천로2길","제2종일반주거","제1종근린생활","12m미만","495.64","218.20","580,000","","법인","개인","202602","13","","1987","20260430","중개거래","서울 강남구"
"3673","서울특별시 서초구 방배동","일반","4**","방배천로2길","제2종일반주거","제1종근린생활","12m미만","495.64","218.20","580,000","","법인","개인","202602","13","","1987","-","중개거래","서울 강남구"
"3674","서울특별시 서초구 양재동","집합","153","","제3종일반주거","판매","25m미만","5.40"," ","6,200","","법인","개인","202602","13","","1991","-","중개거래","서울 서초구"
"3675","서울특별시 영등포구 영등포동8가","일반","3*","영신로","준공업","제2종근린생활","25m미만","312.72","119.00","344,600","","법인","개인","202602","13","","1992","-","중개거래","서울 영등포구"
"3676","서울특별시 영등포구 영등포동8가","일반","3*","영신로","준공업","제2종근린생활","25m미만","248.75","222.70","305,400","","법인","개인","202602","13","","2008","-","중개거래","서울 영등포구"
"3677","서울특별시 종로구 서린동","일반","1**","청계천로","일반상업","제2종근린생활","25m미만","487.75","189.10","2,777,364","","법인","법인","202602","13","","1961","20260520","직거래","-"
"3678","서울특별시 성북구 길음동","일반","1***","삼양로","제2종일반주거","제1종근린생활","25m미만","28.17","21.10","12,000","","개인","개인","202602","13","지분","1984","-","직거래","-"
"3679","서울특별시 종로구 서린동","일반","1**","청계천로","일반상업","제2종근린생활","25m미만","487.75","189.10","2,777,364","","법인","법인","202602","13","","1961","-","직거래","-"
"3680","서울특별시 중랑구 신내동","집합","786","봉화산로","제3종일반주거","제2종근린생활","25m미만","391.67"," ","35,103","","법인","개인","202602","13","","1996","-","중개거래","경기 고양시 덕양구, 서울 중랑구"
"3681","서울특별시 중랑구 신내동","집합","786","봉화산로","제3종일반주거","제2종근린생활","25m미만","160.79"," ","14,411","","법인","개인","202602","13","","1996","-","중개거래","경기 고양시 덕양구, 서울 중랑구"
"3682","서울특별시 금천구 가산동","집합","459-22","가산디지털2로","준공업","업무","25m미만","99.00"," ","32,500","5","법인","법인","202602","13","","2010","-","중개거래","서울 금천구"
"3683","서울특별시 강남구 자곡동","집합","638","자곡로","제3종일반주거","제1종근린생활","25m이상","66.60"," ","37,400","2","법인","개인","202602","13","","2015","-","중개거래","서울 강남구"
"3684","서울특별시 강남구 자곡동","집합","638","자곡로","제3종일반주거","제2종근린생활","25m이상","70.98"," ","40,000","2","법인","개인","202602","13","","2015","-","중개거래","서울 강남구"
"3685","서울특별시 강남구 자곡동","집합","638","자곡로","제3종일반주거","제1종근린생활","25m이상","70.98"," ","40,000","2","법인","개인","202602","13","","2015","-","중개거래","서울 강남구"
"3686","서울특별시 용산구 원효로2가","집합","88-4","원효로41길","제2종일반주거","제2종근린생활","12m미만","10.80"," ","40,508","4","개인","개인","202602","13","","2025","-","직거래","-"
"3687","서울특별시 강남구 자곡동","집합","638","자곡로","제3종일반주거","제1종근린생활","25m이상","70.98"," ","40,000","2","법인","개인","202602","13","","2015","-","중개거래","서울 강남구"
"3688","서울특별시 강남구 자곡동","집합","638","자곡로","제3종일반주거","제1종근린생활","25m이상","67.10"," ","37,600","2","법인","개인","202602","13","","2015","-","중개거래","서울 강남구"
"3689","서울특별시 강동구 암사동","집합","414-18","고덕로","제3종일반주거","판매","25m이상","29.97"," ","60,000","1","개인","개인","202602","13","","2008","-","중개거래","서울 강동구"
"3690","서울특별시 강남구 세곡동","집합","583","헌릉로571길","일반상업","제2종근린생활","25m미만","49.05"," ","40,000","1","개인","개인","202602","13","","2016","-","중개거래","서울 강남구"
"3691","서울특별시 종로구 서린동","일반","1**","청계천로","일반상업","제2종근린생활","25m미만","487.75","189.10","2,777,364","","법인","법인","202602","13","","1961","20260515","직거래","-"
"3692","서울특별시 동작구 신대방동","집합","395-66","보라매로5길","일반상업","기타","25m미만","57.95"," ","12,830","","개인","개인","202602","13","","2003","-","중개거래","서울 동작구"
"3693","서울특별시 강동구 천호동","일반","3**","올림픽로","제3종일반주거","제1종근린생활","25m이상","854.52","1350.00","2,156,678","","법인","법인","202602","12","","1983","-","직거래","-"
"3694","서울특별시 영등포구 당산동2가","집합","30-2","영등포로","준공업","제2종근린생활","25m이상","29.43"," ","15,500","","개인","개인","202602","12","","1987","-","중개거래","서울 영등포구"
"3695","서울특별시 금천구 독산동","일반","9**","독산로","제2종일반주거","제2종근린생활","25m미만","141.92","86.60","75,756","","개인","개인","202602","12","지분","1978","-","중개거래","서울 동작구"
"3696","서울특별시 중구 황학동","집합","882","난계로11길","일반상업","제2종근린생활","12m미만","47.55"," ","55,000","","개인","개인","202602","12","","2010","-","중개거래","서울 용산구"
"3697","서울특별시 마포구 도화동","집합","538","큰우물로","일반상업","업무","25m미만","52.71"," ","16,500","","개인","개인","202602","12","","1984","-","중개거래","서울 마포구"
"3698","서울특별시 강동구 길동","집합","385-10","양재대로111길","일반상업","제2종근린생활","25m미만","13.98"," ","25,200","1","개인","개인","202602","12","지분","2022","-","직거래","-"
"3699","서울특별시 중구 신당동","집합","251-1","퇴계로73길","일반상업","제2종근린생활","8m미만","3.92"," ","3,000","","법인","개인","202602","12","","1997","-","직거래","-"
"3700","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제2종근린생활","8m미만","239.68"," ","200,000","5","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3701","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","276.40"," ","200,000","3","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3702","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","277.95"," ","200,000","2","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3703","서울특별시 성북구 정릉동","집합","165-93","정릉로27길","제2종일반주거","제2종근린생활","8m미만","33.70"," ","8,900","1","개인","개인","202602","12","","2023","-","직거래","-"
"3704","서울특별시 송파구 가락동","집합","80","송파대로28길","일반상업","제2종근린생활","25m미만","28.56"," ","15,000","","개인","개인","202602","12","","2006","-","중개거래","서울 송파구"
"3705","서울특별시 용산구 원효로4가","일반","1**","원효로","제2종일반주거","제2종근린생활","25m이상","53.62","31.70","90,000","","개인","개인","202602","12","","1985","-","중개거래","서울 용산구"
"3706","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","259.73"," ","200,000","4","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3707","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제2종근린생활","8m미만","239.68"," ","200,000","5","법인","개인","202602","12","","1989","20260519","중개거래","서울 강남구"
"3708","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","276.40"," ","200,000","3","법인","개인","202602","12","","1989","20260519","중개거래","서울 강남구"
"3709","서울특별시 금천구 가산동","집합","345-29","가산디지털2로","준공업","제2종근린생활","25m미만","86.27"," ","27,500","","법인","개인","202602","12","","2017","-","중개거래","서울 금천구"
"3710","서울특별시 강남구 논현동","집합","62-3","도산대로","제3종일반주거","제2종근린생활","25m이상","39.21"," ","144,000","","개인","개인","202602","12","","","-","중개거래","서울 강남구"
"3711","서울특별시 송파구 가락동","일반","1**","송이로","제3종일반주거","업무","25m이상","2888.76","664.20","2,050,000","","법인","법인","202602","12","","1993","-","중개거래","서울 서초구"
"3712","서울특별시 서대문구 북가좌동","집합","338-19","증가로32안길","제2종일반주거","판매","25m미만","5.62"," ","2,200","","개인","개인","202602","12","","1977","-","직거래","-"
"3713","서울특별시 용산구 남영동","일반","1*","두텁바위로","제2종일반주거","제1종근린생활","25m미만","25.12","20.50","147,000","","법인","법인","202602","12","지분","1943","-","중개거래","서울 용산구"
"3714","서울특별시 강남구 논현동","일반","8*","논현로136길","제3종일반주거","제2종근린생활","8m미만","427.03","230.40","690,000","","개인","법인","202602","12","","1992","-","중개거래","서울 강남구"
"3715","서울특별시 영등포구 여의도동","집합","45-5","의사당대로1길","일반상업","업무","25m미만","53.58"," ","39,500","14","법인","개인","202602","12","","1999","-","중개거래","서울 영등포구"
"3716","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","277.95"," ","200,000","2","법인","개인","202602","12","","1989","20260519","중개거래","서울 강남구"
"3717","서울특별시 구로구 고척동","집합","103-4","경인로43길","준공업","제1종근린생활","25m미만","18.00"," ","19,500","","개인","개인","202602","12","","1986","-","중개거래","경기 부천시 소사구, 서울 구로구"
"3718","서울특별시 구로구 고척동","집합","103-4","경인로43길","준공업","제1종근린생활","25m미만","18.00"," ","20,500","","개인","개인","202602","12","","1986","-","중개거래","경기 부천시 소사구, 서울 구로구"
"3719","서울특별시 마포구 상수동","집합","353-25","토정로9길","제2종일반주거","제2종근린생활","8m미만","58.55"," ","46,000","2","개인","개인","202602","12","","2014","-","직거래","-"
"3720","서울특별시 은평구 대조동","집합","231","서오릉로","제3종일반주거","제2종근린생활","25m이상","49.28"," ","14,500","2","기타","개인","202602","12","지분","1997","-","중개거래","서울 은평구"
"3721","서울특별시 성동구 홍익동","집합","298","무학로8길","제2종일반주거","제2종근린생활","8m미만","36.80"," ","26,000","2","법인","개인","202602","12","","2019","-","직거래","-"
"3722","서울특별시 도봉구 창동","집합","4","마들로11가길","일반상업","제2종근린생활","12m미만","65.52"," ","21,700","4","개인","개인","202602","12","","1992","-","중개거래","서울 도봉구"
"3723","서울특별시 중구 순화동","집합","151","칠패로","일반상업","숙박","25m이상","32.06"," ","25,000","","개인","개인","202602","12","","2007","-","중개거래","서울 중구"
"3724","서울특별시 서초구 서초동","집합","1718-4","법원로1길","제2종일반주거","업무","12m미만","12.17"," ","7,480","3","개인","개인","202602","12","지분","1990","-","직거래","-"
"3725","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","17.64"," ","40,000","20","개인","개인","202602","12","","","-","중개거래","서울 용산구"
"3726","서울특별시 은평구 진관동","집합","73","진관2로","일반상업","업무","25m미만","19.06"," ","11,900","10","법인","개인","202602","12","","2017","-","중개거래","서울 은평구"
"3727","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","259.73"," ","200,000","4","법인","개인","202602","12","","1989","20260519","중개거래","서울 강남구"
"3728","서울특별시 송파구 석촌동","일반","2**","송파대로","제3종일반주거","제1종근린생활","25m이상","1429.60","332.40","1,250,000","","법인","개인","202602","12","","2003","-","중개거래","서울 강남구"
"3729","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","231.60"," ","270,000","1","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3730","서울특별시 중구 신당동","집합","363-4","동호로11길","준주거","제1종근린생활","8m미만","200.72"," ","270,000","","법인","개인","202602","12","","1989","-","중개거래","서울 강남구"
"3731","서울특별시 양천구 목동","일반","5**","목동중앙북로16길","제2종일반주거","제2종근린생활","12m미만","661.50","300.40","330,000","","개인","개인","202602","12","","2010","-","중개거래","서울 양천구"
"3732","서울특별시 중구 오장동","집합","206-3","퇴계로51길","일반상업","업무","12m미만","24.48"," ","8,800","7","개인","개인","202602","12","","1997","-","직거래","-"
"3733","서울특별시 노원구 중계동","집합","360-15","중계로19길","제3종일반주거","제2종근린생활","25m미만","73.82"," ","33,000","","개인","개인","202602","12","","1995","-","중개거래","서울 노원구"
"3734","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","2,500","","개인","개인","202602","11","","2005","-","직거래","-"
"3735","서울특별시 영등포구 여의도동","집합","44-16","여의대방로67길","일반상업","업무","25m미만","54.45"," ","45,500","","개인","개인","202602","11","","","-","중개거래","서울 도봉구, 서울 영등포구"
"3736","서울특별시 마포구 마포동","집합","35-1","마포대로","준주거","업무","25m이상","22.97"," ","20,900","","법인","개인","202602","11","","1986","-","중개거래","서울 마포구"
"3737","서울특별시 금천구 가산동","집합","691","가산디지털1로","준공업","업무","25m미만","44.55"," ","21,700","19","법인","개인","202602","11","","2018","-","중개거래","서울 금천구"
"3738","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","51.66"," ","18,400","","기타","기타","202602","11","","1993","-","중개거래","서울 서초구"
"3739","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","46.38"," ","15,600","","기타","기타","202602","11","","1993","-","중개거래","서울 서초구"
"3740","서울특별시 송파구 송파동","일반","2*","백제고분로","제3종일반주거","업무","25m이상","1445.48","494.50","1,100,000","","법인","개인","202602","11","","1989","-","중개거래","서울 강남구"
"3741","서울특별시 송파구 방이동","집합","89-11","양재대로","제3종일반주거","판매","25m이상","3.86"," ","37,333","","개인","개인","202602","11","","1988","-","중개거래","서울 송파구"
"3742","서울특별시 송파구 방이동","집합","89-11","양재대로","제3종일반주거","판매","25m이상","3.86"," ","37,333","","개인","개인","202602","11","","1988","-","중개거래","서울 송파구"
"3743","서울특별시 송파구 방이동","집합","89-11","양재대로","제3종일반주거","판매","25m이상","3.86"," ","37,334","","개인","개인","202602","11","","1988","-","중개거래","서울 송파구"
"3744","서울특별시 노원구 중계동","일반","5**","동일로203가길","일반상업","판매","25m미만","66.12","9.32","4,800","","개인","개인","202602","11","지분","1991","-","직거래","-"
"3745","서울특별시 서초구 서초동","집합","1308-4","서초대로77길","일반상업","업무","12m미만","36.54"," ","37,000","","개인","기타","202602","11","","1990","-","직거래","-"
"3746","서울특별시 마포구 서교동","일반","3**","와우산로29길","제2종일반주거","제2종근린생활","25m미만","552.86","197.40","580,000","","법인","개인","202602","11","","2003","-","중개거래","서울 강남구"
"3747","서울특별시 종로구 낙원동","일반","1**","수표로22길","일반상업","제2종근린생활","8m미만","384.64","148.80","385,000","","개인","개인","202602","11","","1991","20260408","중개거래","서울 노원구, 서울 중구"
"3748","서울특별시 강서구 마곡동","집합","768-2","마곡서로","일반상업","제2종근린생활","25m미만","112.16"," ","89,000","2","개인","개인","202602","11","","2017","-","중개거래","서울 강서구"
"3749","서울특별시 성북구 성북동1가","일반","6*","성북로","제2종일반주거","제1종근린생활","25m이상","371.03","165.30","284,000","","법인","개인","202602","11","","2000","-","중개거래","서울 강남구"
"3750","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","18.87"," ","12,900","","개인","개인","202602","11","","","-","중개거래","서울 구로구, 서울 도봉구"
"3751","서울특별시 은평구 갈현동","일반","4**","통일로83길","제2종일반주거","제1종근린생활","12m미만","759.48","252.60","255,000","","법인","개인","202602","11","","1990","-","중개거래","서울 은평구"
"3752","서울특별시 동작구 노량진동","집합","325","만양로","제3종일반주거","제1종근린생활","25m미만","16.89"," ","7,500","1","개인","개인","202602","11","","2001","-","중개거래","서울 동작구"
"3753","서울특별시 영등포구 영등포동5가","집합","18-5","","준주거","제1종근린생활","8m미만","66.33"," ","76,930","","개인","개인","202602","11","","","-","중개거래","서울 영등포구"
"3754","서울특별시 용산구 한남동","일반","3*","한남대로20길","제3종일반주거","제1종근린생활","8m미만","568.25","225.00","1,250,000","","법인","법인","202602","11","","2022","-","직거래","-"
"3755","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","46.38"," ","15,600","","기타","기타","202602","11","","1993","20260508","중개거래","서울 서초구"
"3756","서울특별시 중구 필동1가","집합","43-1","충무로","일반상업","숙박","25m이상","16.44"," ","30,500","7","개인","개인","202602","11","","2023","-","중개거래","서울 중구"
"3757","서울특별시 강동구 성내동","집합","547","성내로","제3종일반주거","제2종근린생활","25m미만","33.10"," ","33,500","","개인","개인","202602","11","","1983","-","중개거래","서울 강동구"
"3758","서울특별시 중구 을지로6가","집합","18-35","장충단로","일반상업","판매","25m이상","5.47"," ","526","","개인","개인","202602","11","","2002","-","직거래","-"
"3759","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","37.22"," ","12,500","","기타","기타","202602","11","","1993","-","중개거래","서울 서초구"
"3760","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","37.22"," ","12,500","","기타","기타","202602","11","","1993","20260508","중개거래","서울 서초구"
"3761","서울특별시 동작구 본동","집합","481","매봉로","제2종일반주거","기타","25m미만","51.66"," ","18,400","","기타","기타","202602","11","","1993","20260508","중개거래","서울 서초구"
"3762","서울특별시 광진구 군자동","일반","6*","군자로","제1종일반주거","제1종근린생활","25m미만","975.78","387.00","450,000","","법인","개인","202602","11","","1999","20260225","중개거래","서울 강남구"
"3763","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","2,500","40","개인","개인","202602","11","","2005","-","직거래","-"
